Date,Temperature,Rainfall,CO2
2015-01-31,24.496714153011233,119.77579867607616,399.2074792615673
2015-02-28,24.363567066385624,77.26531363013153,400.3894652392054
2015-03-31,25.637209581892552,135.06985777340248,401.51339064032504
2015-04-30,26.972355709002652,64.95372343019298,402.3783602361869
2015-05-31,25.63413504332882,114.67142734500676,400.8165103156333
2015-06-30,26.00046534850609,154.76139064524946,402.1865071675204
2015-07-31,28.11715754409785,75.2365918717328,402.55026477287265
2015-08-31,27.537202176723493,85.8425567599307,402.87608253213216
2015-09-30,26.454063273720294,102.49128412719104,405.7990676856592
2015-10-31,27.5374821383035,87.41310864709502,404.9427968370114
2015-11-30,26.51849143470374,61.233414223346685,403.78113285238766
2015-12-31,26.419135712058953,101.71407437015068,406.4640804344498
2016-01-31,26.948488087139285,73.44240715684738,408.17257636507986
2016-02-29,24.538635573661907,111.83981076587953,407.5870871092906
2016-03-31,24.403292593384002,77.01439414415492,405.53945356345776
2016-04-30,25.182244180809423,138.7483601254385,407.0787911372178
2016-05-31,24.29886068040976,80.41866769159407,409.3341380399429
2016-06-30,25.156135531138343,91.94846209485812,407.8637591058098
2016-07-31,23.440335971498154,120.33793043424174,409.5194496802471
2016-08-31,22.43271135015207,69.22839208915111,410.35446598620246
2016-09-30,24.811686326478195,105.68649836510323,409.1571031418673
2016-10-31,22.639712533429456,132.6785688570607,410.52870993805584
2016-11-30,22.484439028133217,59.81291913596931,407.8511696347208
2016-12-31,20.58819634280161,104.6158464633076,410.5722510141279
2017-01-31,21.120591063399974,106.49706985621059,411.8482721847413
2017-02-28,21.493727063187954,119.54557179443276,411.3572588348419
2017-03-31,20.023394586417762,69.07623222804796,414.7416550014106
2017-04-30,21.421296083592694,66.9885846728931,412.1833040001906
2017-05-31,20.399424814158184,113.04853914042243,413.67760257212655
2017-06-30,20.747373902036465,107.42461683082965,414.7525893167819
2017-07-31,20.5598047529113,106.26232125864692,416.56732370923413
2017-08-31,23.216222344332515,108.6612052374244,414.1943899496609
2017-09-30,21.627164221350178,82.99938196053773,417.29761753366756
2017-10-31,20.926154355872278,105.8063424290251,416.64888852320445
2017-11-30,23.20642904694472,107.32681183246703,416.16134849180924
2017-12-31,21.608601748496888,82.1412145493408,418.10916229779264
2018-01-31,23.516856680268877,146.64436277861893,418.3503201997751
2018-02-28,21.846371518021275,111.84582302279469,418.05524530771515
2018-03-31,22.981369928398784,70.21741256993378,419.2294659505363
2018-04-30,25.00120820968663,116.41384021584574,419.27855194935677
2018-05-31,26.01493791896121,75.63295824431697,420.281584572142
2018-06-30,25.883992810874286,119.6771150935613,421.3343995820841
2018-07-31,25.984867394199412,128.9648894751851,422.76248740438064
2018-08-31,26.128110247115018,79.48294204120724,420.4428567700807
2018-09-30,25.210934565911376,124.08440323110804,424.3179073242361
2018-10-31,26.154065628824146,110.31952317341246,420.7369878307296
2018-11-30,26.516737090459134,120.55150399986225,423.0414922158888
2018-12-31,28.054061165344105,147.4198245663487,424.28579619808124
2019-01-31,27.275666069125776,93.86529709992824,424.482672540004
2019-02-28,25.021490871011455,81.15659589106276,424.0831828331206
2019-03-31,26.882629695586612,77.76213925936192,425.00196178325615
2019-04-30,25.875377901902592,79.60474287586405,425.2212847796269
2019-05-31,25.221752494605578,98.0724572646474,425.62912263801377
2019-06-30,26.09506013359579,108.5287993704161,427.57229117265126
2019-07-31,26.05729071387088,106.91726998325048,427.5839062422676
2019-08-31,25.47155760081026,120.67958122590059,427.03818284171416
2019-09-30,23.199821139584227,100.32504729694767,429.1348939930803
2019-10-31,23.227487352063918,136.33835192893292,429.04679531919595
2019-11-30,23.37868010307601,93.3835791690511,430.0565595978305
2019-12-31,23.56052269902508,168.00422916474048,430.37752800158745
2020-01-31,21.683239801430766,115.64168369412516,429.42310582941406
2020-02-29,21.605975007690972,78.57106108959294,430.1961214808114
2020-03-31,20.376751076689168,73.22768754847219,432.0077978068039
2020-04-30,20.049258546255274,112.06181038107964,432.3750761477864
2020-05-31,21.897993361562698,94.41343036685373,432.24800596906107
2020-06-30,22.363841945595098,117.8500123523023,432.8904366270063
2020-07-31,20.94205244849307,111.83094061433862,434.5549758201582
2020-08-31,22.10820033393148,98.17927718357818,433.1899412162062
2020-09-30,21.638499279792292,78.83015704828988,434.8328116668843
2020-10-31,20.88067776480083,62.128819382853386,434.58772331395267
2020-11-30,22.20585082659081,88.83712619832447,435.0764364438316
2020-12-31,23.76189309925876,121.40996985808681,436.89709617971823
2021-01-31,22.617483823422077,105.3523436032551,437.1279373573914
2021-02-28,24.685356799924357,68.8565305322003,437.62023232507624
2021-03-31,20.993149771299677,104.32952314627956,438.6164031769022
2021-04-30,24.93788779777641,109.63293449322092,437.83612989205295
2021-05-31,24.70285429481102,77.90356409497167,439.00128070238736
2021-06-30,24.79926825931166,103.8431276486382,438.5132626551712
2021-07-31,25.641555180345353,101.45521796115,439.6518974449254
2021-08-31,23.970070819429,71.42574255423442,439.70178971874157
2021-09-30,26.0906465634272,108.94468400870709,440.4331304187742
2021-10-31,26.95500458217349,114.01961315920586,441.43549315989065
2021-11-30,28.290150586275647,127.07628107938193,440.5263171318926
2021-12-31,26.429100997509558,126.34505130087257,443.94112677148377
2022-01-31,26.19093487654487,65.55826580107272,441.3469237949709
2022-02-28,26.46520430657454,76.55437400212193,441.6429542443551
2022-03-31,27.76628687474615,112.8758816802165,444.51945541131516
2022-04-30,26.983220867433936,112.84464877280521,444.65720891245036
2022-05-31,25.853491155898183,112.8761921576512,444.9938677162118
2022-06-30,26.558139975354546,196.31828726636803,445.5022950890962
2022-07-31,25.745946426150034,114.27226276732918,445.36590448765725
2022-08-31,26.175044802972334,128.38914100451498,444.98509856969065
2022-09-30,24.02788110703031,123.85004408733006,446.4623591800425
2022-10-31,23.905236775711113,116.28478128264496,446.2135945910089
2022-11-30,23.337192360248924,92.11826888399136,448.37007771661104
2022-12-31,21.769815512833347,118.97423051233169,447.7521022823634
2023-01-31,23.05508556061379,80.67936963656071,447.5778641477453
2023-02-28,22.580627942832006,94.07953483149979,448.5861771835571
2023-03-31,21.93264823575733,87.86591130427242,449.82469616015794
2023-04-30,21.359312168486607,102.04685348465806,449.3522418337506
2023-05-31,19.91269740002803,157.86646416683772,449.59794767166045
2023-06-30,20.71688714325262,53.3183701852063,451.1680569593911
2023-07-31,20.684947084164264,117.15650475936283,451.67353799968015
2023-08-31,20.19927445611699,59.68210322025871,451.4258299338726
2023-09-30,20.898652908920518,88.20170335526416,451.96593648429763
2023-10-31,21.605227790839717,127.22376492418415,453.1732264079459
2023-11-30,23.30747244772431,101.60700047738656,451.99729380976316
2023-12-31,21.888642545430965,73.05638055176735,452.54211605755626
2024-01-31,22.328811345072246,82.1174072685008,453.7353372913526
2024-02-29,22.40836344711824,116.98994372336689,454.7445360415654
2024-03-31,21.0183412403697,81.74083420707159,455.7730924395476
2024-04-30,23.39485402061188,105.41146473954937,457.4417427715714
2024-05-31,23.982159495228647,101.13929599759534,457.3282478584962
2024-06-30,26.88793283271221,83.70999130985457,456.81485138600294
2024-07-31,24.723123335322757,153.59860223313314,457.459975388736
2024-08-31,25.682026722621185,115.84797555795028,456.9806639126731
2024-09-30,25.77186055244988,49.37143533355982,458.4688818219908
2024-10-31,25.013077718185823,104.66135786923569,458.7029379997353
2024-11-30,27.63827976425277,83.4553383807903,459.8185168796658
2024-12-31,27.49076878486966,121.3108333699056,459.1727690564477
